"Plot Title: hobo36"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2413142, SEN S/N: 2413142)","Coupler Attached (LGR S/N: 2413142)","Coupler Detached (LGR S/N: 2413142)","Host Connected (LGR S/N: 2413142)","End Of File (LGR S/N: 2413142)"
78,04/24/24 02:50:00 AM,12.594,,,,
79,04/24/24 03:00:00 AM,12.594,,,,
80,04/24/24 03:10:00 AM,12.497,,,,
81,04/24/24 03:20:00 AM,12.497,,,,
82,04/24/24 03:30:00 AM,12.497,,,,
83,04/24/24 03:40:00 AM,12.401,,,,
84,04/24/24 03:50:00 AM,12.401,,,,
85,04/24/24 04:00:00 AM,12.401,,,,
86,04/24/24 04:10:00 AM,12.497,,,,
87,04/24/24 04:20:00 AM,12.497,,,,
88,04/24/24 04:30:00 AM,12.497,,,,
89,04/24/24 04:40:00 AM,12.401,,,,
90,04/24/24 04:50:00 AM,12.304,,,,
91,04/24/24 05:00:00 AM,12.207,,,,
92,04/24/24 05:10:00 AM,12.207,,,,
93,04/24/24 05:20:00 AM,12.304,,,,
94,04/24/24 05:30:00 AM,12.304,,,,
95,04/24/24 05:40:00 AM,12.207,,,,
96,04/24/24 05:50:00 AM,12.304,,,,
97,04/24/24 06:00:00 AM,12.304,,,,
98,04/24/24 06:10:00 AM,12.207,,,,
99,04/24/24 06:20:00 AM,12.207,,,,
100,04/24/24 06:30:00 AM,12.207,,,,
101,04/24/24 06:40:00 AM,12.207,,,,
102,04/24/24 06:50:00 AM,12.110,,,,
103,04/24/24 07:00:00 AM,12.110,,,,
104,04/24/24 07:10:00 AM,12.110,,,,
105,04/24/24 07:20:00 AM,12.013,,,,
106,04/24/24 07:30:00 AM,12.110,,,,
107,04/24/24 07:40:00 AM,12.110,,,,
108,04/24/24 07:50:00 AM,12.110,,,,
109,04/24/24 08:00:00 AM,12.110,,,,
110,04/24/24 08:10:00 AM,12.013,,,,
111,04/24/24 08:20:00 AM,12.013,,,,
112,04/24/24 08:30:00 AM,11.916,,,,
113,04/24/24 08:40:00 AM,11.916,,,,
114,04/24/24 08:50:00 AM,11.916,,,,
115,04/24/24 09:00:00 AM,12.110,,,,
116,04/24/24 09:10:00 AM,12.110,,,,
117,04/24/24 09:20:00 AM,12.110,,,,
118,04/24/24 09:30:00 AM,12.110,,,,
119,04/24/24 09:40:00 AM,12.110,,,,
120,04/24/24 09:50:00 AM,12.304,,,,
121,04/24/24 10:00:00 AM,12.401,,,,
122,04/24/24 10:10:00 AM,12.401,,,,
123,04/24/24 10:20:00 AM,12.401,,,,
124,04/24/24 10:30:00 AM,12.497,,,,
125,04/24/24 10:40:00 AM,12.497,,,,
126,04/24/24 10:50:00 AM,12.497,,,,
127,04/24/24 11:00:00 AM,12.690,,,,
128,04/24/24 11:10:00 AM,12.883,,,,
129,04/24/24 11:20:00 AM,12.980,,,,
130,04/24/24 11:30:00 AM,13.173,,,,
131,04/24/24 11:40:00 AM,13.461,,,,
132,04/24/24 11:50:00 AM,13.558,,,,
133,04/24/24 12:00:00 PM,13.750,,,,
134,04/24/24 12:10:00 PM,13.750,,,,
135,04/24/24 12:20:00 PM,14.038,,,,
136,04/24/24 12:30:00 PM,14.134,,,,
137,04/24/24 12:40:00 PM,14.325,,,,
138,04/24/24 12:50:00 PM,14.421,,,,
139,04/24/24 01:00:00 PM,14.517,,,,
140,04/24/24 01:10:00 PM,14.709,,,,
141,04/24/24 01:20:00 PM,14.709,,,,
142,04/24/24 01:30:00 PM,14.900,,,,
143,04/24/24 01:40:00 PM,14.996,,,,
144,04/24/24 01:50:00 PM,15.187,,,,
145,04/24/24 02:00:00 PM,15.378,,,,
146,04/24/24 02:10:00 PM,15.378,,,,
147,04/24/24 02:20:00 PM,15.569,,,,
148,04/24/24 02:30:00 PM,15.760,,,,
149,04/24/24 02:40:00 PM,16.141,,,,
150,04/24/24 02:50:00 PM,16.141,,,,
151,04/24/24 03:00:00 PM,16.332,,,,
152,04/24/24 03:10:00 PM,16.713,,,,
153,04/24/24 03:20:00 PM,16.523,,,,
154,04/24/24 03:30:00 PM,16.618,,,,
155,04/24/24 03:40:00 PM,16.808,,,,
156,04/24/24 03:50:00 PM,16.903,,,,
157,04/24/24 04:00:00 PM,16.808,,,,
158,04/24/24 04:10:00 PM,16.808,,,,
159,04/24/24 04:20:00 PM,16.808,,,,
160,04/24/24 04:30:00 PM,16.999,,,,
161,04/24/24 04:40:00 PM,17.189,,,,
162,04/24/24 04:50:00 PM,16.903,,,,
163,04/24/24 05:00:00 PM,17.094,,,,
164,04/24/24 05:10:00 PM,16.903,,,,
165,04/24/24 05:20:00 PM,16.903,,,,
166,04/24/24 05:30:00 PM,16.808,,,,
167,04/24/24 05:40:00 PM,16.808,,,,
168,04/24/24 05:50:00 PM,16.808,,,,
169,04/24/24 06:00:00 PM,16.713,,,,
170,04/24/24 06:10:00 PM,16.618,,,,
171,04/24/24 06:20:00 PM,16.523,,,,
172,04/24/24 06:30:00 PM,16.332,,,,
173,04/24/24 06:40:00 PM,16.237,,,,
174,04/24/24 06:50:00 PM,16.141,,,,
175,04/24/24 07:00:00 PM,15.951,,,,
176,04/24/24 07:10:00 PM,15.951,,,,
177,04/24/24 07:20:00 PM,16.046,,,,
178,04/24/24 07:30:00 PM,16.046,,,,
179,04/24/24 07:40:00 PM,16.046,,,,
180,04/24/24 07:50:00 PM,15.855,,,,
181,04/24/24 08:00:00 PM,15.664,,,,
182,04/24/24 08:10:00 PM,15.473,,,,
183,04/24/24 08:20:00 PM,15.473,,,,
184,04/24/24 08:30:00 PM,15.473,,,,
185,04/24/24 08:40:00 PM,15.473,,,,
186,04/24/24 08:50:00 PM,15.378,,,,
187,04/24/24 09:00:00 PM,15.187,,,,
188,04/24/24 09:10:00 PM,15.187,,,,
189,04/24/24 09:20:00 PM,15.187,,,,
190,04/24/24 09:30:00 PM,15.187,,,,
191,04/24/24 09:40:00 PM,14.996,,,,
192,04/24/24 09:50:00 PM,14.900,,,,
193,04/24/24 10:00:00 PM,14.804,,,,
194,04/24/24 10:10:00 PM,14.709,,,,
195,04/24/24 10:20:00 PM,14.709,,,,
196,04/24/24 10:30:00 PM,14.517,,,,
197,04/24/24 10:40:00 PM,14.517,,,,
198,04/24/24 10:50:00 PM,14.517,,,,
199,04/24/24 11:00:00 PM,14.421,,,,
200,04/24/24 11:10:00 PM,14.421,,,,
201,04/24/24 11:20:00 PM,14.325,,,,
202,04/24/24 11:30:00 PM,14.230,,,,
203,04/24/24 11:40:00 PM,14.230,,,,
204,04/24/24 11:50:00 PM,14.230,,,,
205,04/25/24 12:00:00 AM,14.134,,,,
206,04/25/24 12:10:00 AM,14.038,,,,
207,04/25/24 12:20:00 AM,13.942,,,,
208,04/25/24 12:30:00 AM,13.942,,,,
209,04/25/24 12:40:00 AM,13.942,,,,
210,04/25/24 12:50:00 AM,13.846,,,,
211,04/25/24 01:00:00 AM,13.846,,,,
212,04/25/24 01:10:00 AM,13.846,,,,
213,04/25/24 01:20:00 AM,13.846,,,,
214,04/25/24 01:30:00 AM,13.750,,,,
215,04/25/24 01:40:00 AM,13.750,,,,
216,04/25/24 01:50:00 AM,13.750,,,,
217,04/25/24 02:00:00 AM,13.750,,,,
218,04/25/24 02:10:00 AM,13.558,,,,
219,04/25/24 02:20:00 AM,13.461,,,,
220,04/25/24 02:30:00 AM,13.365,,,,
221,04/25/24 02:40:00 AM,13.269,,,,
222,04/25/24 02:50:00 AM,13.269,,,,
223,04/25/24 03:00:00 AM,13.173,,,,
224,04/25/24 03:10:00 AM,13.173,,,,
225,04/25/24 03:20:00 AM,13.173,,,,
226,04/25/24 03:30:00 AM,13.076,,,,
227,04/25/24 03:40:00 AM,13.076,,,,
228,04/25/24 03:50:00 AM,13.173,,,,
229,04/25/24 04:00:00 AM,13.173,,,,
230,04/25/24 04:10:00 AM,13.076,,,,
231,04/25/24 04:20:00 AM,12.980,,,,
232,04/25/24 04:30:00 AM,12.883,,,,
233,04/25/24 04:40:00 AM,12.883,,,,
234,04/25/24 04:50:00 AM,12.883,,,,
235,04/25/24 05:00:00 AM,12.787,,,,
236,04/25/24 05:10:00 AM,12.690,,,,
237,04/25/24 05:20:00 AM,12.690,,,,
238,04/25/24 05:30:00 AM,12.594,,,,
239,04/25/24 05:40:00 AM,12.594,,,,
240,04/25/24 05:50:00 AM,12.594,,,,
241,04/25/24 06:00:00 AM,12.497,,,,
242,04/25/24 06:10:00 AM,12.497,,,,
243,04/25/24 06:20:00 AM,12.497,,,,
244,04/25/24 06:30:00 AM,12.497,,,,
245,04/25/24 06:40:00 AM,12.401,,,,
246,04/25/24 06:50:00 AM,12.401,,,,
247,04/25/24 07:00:00 AM,12.401,,,,
248,04/25/24 07:10:00 AM,12.304,,,,
249,04/25/24 07:20:00 AM,12.207,,,,
250,04/25/24 07:30:00 AM,12.207,,,,
251,04/25/24 07:40:00 AM,12.207,,,,
252,04/25/24 07:50:00 AM,12.207,,,,
253,04/25/24 08:00:00 AM,12.207,,,,
254,04/25/24 08:10:00 AM,12.207,,,,
255,04/25/24 08:20:00 AM,12.207,,,,
256,04/25/24 08:30:00 AM,12.207,,,,
257,04/25/24 08:40:00 AM,12.304,,,,
258,04/25/24 08:50:00 AM,12.304,,,,
259,04/25/24 09:00:00 AM,12.497,,,,
260,04/25/24 09:10:00 AM,12.401,,,,
261,04/25/24 09:20:00 AM,12.594,,,,
262,04/25/24 09:30:00 AM,12.787,,,,
263,04/25/24 09:40:00 AM,12.883,,,,
264,04/25/24 09:50:00 AM,12.980,,,,
265,04/25/24 10:00:00 AM,13.173,,,,
266,04/25/24 10:10:00 AM,13.076,,,,
267,04/25/24 10:20:00 AM,13.173,,,,
268,04/25/24 10:30:00 AM,13.365,,,,
269,04/25/24 10:40:00 AM,13.365,,,,
270,04/25/24 10:50:00 AM,13.461,,,,
271,04/25/24 11:00:00 AM,13.654,,,,
272,04/25/24 11:10:00 AM,13.654,,,,
273,04/25/24 11:20:00 AM,13.846,,,,
274,04/25/24 11:30:00 AM,14.134,,,,
275,04/25/24 11:40:00 AM,14.134,,,,
276,04/25/24 11:50:00 AM,14.421,,,,
277,04/25/24 12:00:00 PM,14.613,,,,
278,04/25/24 12:10:00 PM,15.282,,,,
279,04/25/24 12:20:00 PM,14.900,,,,
280,04/25/24 12:30:00 PM,14.996,,,,
281,04/25/24 12:40:00 PM,15.091,,,,
282,04/25/24 12:50:00 PM,15.282,,,,
283,04/25/24 01:00:00 PM,15.569,,,,
284,04/25/24 01:10:00 PM,16.046,,,,
285,04/25/24 01:20:00 PM,16.332,,,,
286,04/25/24 01:30:00 PM,16.141,,,,
287,04/25/24 01:40:00 PM,16.141,,,,
288,04/25/24 01:50:00 PM,16.237,,,,
289,04/25/24 02:00:00 PM,16.237,,,,
290,04/25/24 02:10:00 PM,16.523,,,,
291,04/25/24 02:20:00 PM,16.713,,,,
292,04/25/24 02:30:00 PM,16.808,,,,
293,04/25/24 02:40:00 PM,16.999,,,,
294,04/25/24 02:50:00 PM,17.189,,,,
295,04/25/24 03:00:00 PM,17.570,,,,
296,04/25/24 03:10:00 PM,17.475,,,,
297,04/25/24 03:20:00 PM,17.379,,,,
298,04/25/24 03:30:00 PM,17.665,,,,
299,04/25/24 03:40:00 PM,17.570,,,,
300,04/25/24 03:50:00 PM,17.665,,,,
301,04/25/24 04:00:00 PM,17.570,,,,
302,04/25/24 04:10:00 PM,17.665,,,,
303,04/25/24 04:20:00 PM,17.665,,,,
304,04/25/24 04:30:00 PM,17.665,,,,
305,04/25/24 04:40:00 PM,17.855,,,,
306,04/25/24 04:50:00 PM,17.665,,,,
307,04/25/24 05:00:00 PM,17.665,,,,
308,04/25/24 05:10:00 PM,17.665,,,,
309,04/25/24 05:20:00 PM,17.570,,,,
310,04/25/24 05:30:00 PM,17.475,,,,
311,04/25/24 05:40:00 PM,17.475,,,,
312,04/25/24 05:50:00 PM,17.284,,,,
313,04/25/24 06:00:00 PM,17.189,,,,
314,04/25/24 06:10:00 PM,17.094,,,,
315,04/25/24 06:20:00 PM,16.999,,,,
316,04/25/24 06:30:00 PM,16.999,,,,
317,04/25/24 06:40:00 PM,16.903,,,,
318,04/25/24 06:50:00 PM,16.808,,,,
319,04/25/24 07:00:00 PM,16.808,,,,
320,04/25/24 07:10:00 PM,16.713,,,,
321,04/25/24 07:20:00 PM,16.618,,,,
322,04/25/24 07:30:00 PM,16.618,,,,
323,04/25/24 07:40:00 PM,16.523,,,,
324,04/25/24 07:50:00 PM,16.523,,,,
325,04/25/24 08:00:00 PM,16.427,,,,
326,04/25/24 08:10:00 PM,16.332,,,,
327,04/25/24 08:20:00 PM,16.332,,,,
328,04/25/24 08:30:00 PM,16.332,,,,
329,04/25/24 08:40:00 PM,16.141,,,,
330,04/25/24 08:50:00 PM,16.141,,,,
331,04/25/24 09:00:00 PM,16.046,,,,
332,04/25/24 09:10:00 PM,15.951,,,,
333,04/25/24 09:20:00 PM,15.951,,,,
334,04/25/24 09:30:00 PM,16.046,,,,
335,04/25/24 09:40:00 PM,16.141,,,,
336,04/25/24 09:50:00 PM,16.141,,,,
337,04/25/24 10:00:00 PM,16.046,,,,
338,04/25/24 10:10:00 PM,16.046,,,,
339,04/25/24 10:20:00 PM,16.046,,,,
340,04/25/24 10:30:00 PM,15.760,,,,
341,04/25/24 10:40:00 PM,15.855,,,,
342,04/25/24 10:50:00 PM,15.664,,,,
343,04/25/24 11:00:00 PM,15.664,,,,
344,04/25/24 11:10:00 PM,15.569,,,,
345,04/25/24 11:20:00 PM,15.664,,,,
346,04/25/24 11:30:00 PM,15.664,,,,
347,04/25/24 11:40:00 PM,15.664,,,,
348,04/25/24 11:50:00 PM,15.664,,,,
349,04/26/24 12:00:00 AM,15.664,,,,
350,04/26/24 12:10:00 AM,15.378,,,,
351,04/26/24 12:20:00 AM,15.378,,,,
352,04/26/24 12:30:00 AM,15.378,,,,
353,04/26/24 12:40:00 AM,15.187,,,,
354,04/26/24 12:50:00 AM,15.187,,,,
355,04/26/24 01:00:00 AM,15.091,,,,
356,04/26/24 01:10:00 AM,14.996,,,,
357,04/26/24 01:20:00 AM,14.996,,,,
358,04/26/24 01:30:00 AM,14.996,,,,
359,04/26/24 01:40:00 AM,14.996,,,,
360,04/26/24 01:50:00 AM,14.996,,,,
361,04/26/24 02:00:00 AM,14.900,,,,
362,04/26/24 02:10:00 AM,14.996,,,,
363,04/26/24 02:20:00 AM,14.996,,,,
364,04/26/24 02:30:00 AM,14.900,,,,
365,04/26/24 02:40:00 AM,14.900,,,,
366,04/26/24 02:50:00 AM,14.804,,,,
367,04/26/24 03:00:00 AM,14.709,,,,
368,04/26/24 03:10:00 AM,14.709,,,,
369,04/26/24 03:20:00 AM,14.709,,,,
370,04/26/24 03:30:00 AM,14.709,,,,
371,04/26/24 03:40:00 AM,14.709,,,,
372,04/26/24 03:50:00 AM,14.613,,,,
373,04/26/24 04:00:00 AM,14.613,,,,
374,04/26/24 04:10:00 AM,14.613,,,,
375,04/26/24 04:20:00 AM,14.709,,,,
376,04/26/24 04:30:00 AM,14.613,,,,
377,04/26/24 04:40:00 AM,14.613,,,,
378,04/26/24 04:50:00 AM,14.613,,,,
379,04/26/24 05:00:00 AM,14.517,,,,
380,04/26/24 05:10:00 AM,14.517,,,,
381,04/26/24 05:20:00 AM,14.421,,,,
382,04/26/24 05:30:00 AM,14.517,,,,
383,04/26/24 05:40:00 AM,14.421,,,,
384,04/26/24 05:50:00 AM,14.325,,,,
385,04/26/24 06:00:00 AM,14.517,,,,
386,04/26/24 06:10:00 AM,14.230,,,,
387,04/26/24 06:20:00 AM,14.325,,,,
388,04/26/24 06:30:00 AM,14.230,,,,
389,04/26/24 06:40:00 AM,14.134,,,,
390,04/26/24 06:50:00 AM,14.230,,,,
391,04/26/24 07:00:00 AM,14.230,,,,
392,04/26/24 07:10:00 AM,14.230,,,,
393,04/26/24 07:20:00 AM,14.230,,,,
394,04/26/24 07:30:00 AM,14.134,,,,
395,04/26/24 07:40:00 AM,14.134,,,,
396,04/26/24 07:50:00 AM,14.134,,,,
397,04/26/24 08:00:00 AM,14.230,,,,
398,04/26/24 08:10:00 AM,14.134,,,,
399,04/26/24 08:20:00 AM,14.134,,,,
400,04/26/24 08:30:00 AM,14.230,,,,
401,04/26/24 08:40:00 AM,14.325,,,,
402,04/26/24 08:50:00 AM,14.134,,,,
403,04/26/24 09:00:00 AM,14.230,,,,
404,04/26/24 09:10:00 AM,14.134,,,,
405,04/26/24 09:20:00 AM,14.134,,,,
406,04/26/24 09:30:00 AM,14.134,,,,
407,04/26/24 09:40:00 AM,14.134,,,,
408,04/26/24 09:50:00 AM,14.134,,,,
409,04/26/24 10:00:00 AM,14.325,,,,
410,04/26/24 10:10:00 AM,14.230,,,,
411,04/26/24 10:20:00 AM,14.134,,,,
412,04/26/24 10:30:00 AM,14.134,,,,
413,04/26/24 10:40:00 AM,14.134,,,,
414,04/26/24 10:50:00 AM,14.038,,,,
415,04/26/24 11:00:00 AM,14.134,,,,
416,04/26/24 11:10:00 AM,14.325,,,,
417,04/26/24 11:20:00 AM,14.230,,,,
418,04/26/24 11:30:00 AM,14.325,,,,
419,04/26/24 11:40:00 AM,14.230,,,,
420,04/26/24 11:50:00 AM,14.325,,,,
421,04/26/24 12:00:00 PM,14.421,,,,
422,04/26/24 12:10:00 PM,14.421,,,,
423,04/26/24 12:20:00 PM,14.325,,,,
424,04/26/24 12:30:00 PM,14.421,,,,
425,04/26/24 12:40:00 PM,14.421,,,,
426,04/26/24 12:50:00 PM,14.517,,,,
427,04/26/24 01:00:00 PM,14.613,,,,
428,04/26/24 01:10:00 PM,14.613,,,,
429,04/26/24 01:20:00 PM,14.804,,,,
430,04/26/24 01:30:00 PM,14.996,,,,
431,04/26/24 01:40:00 PM,15.187,,,,
432,04/26/24 01:50:00 PM,15.187,,,,
433,04/26/24 02:00:00 PM,15.282,,,,
434,04/26/24 02:10:00 PM,15.378,,,,
435,04/26/24 02:20:00 PM,15.378,,,,
436,04/26/24 02:30:00 PM,15.282,,,,
437,04/26/24 02:40:00 PM,15.664,,,,
438,04/26/24 02:50:00 PM,15.664,,,,
439,04/26/24 03:00:00 PM,15.664,,,,
440,04/26/24 03:10:00 PM,15.473,,,,
441,04/26/24 03:20:00 PM,15.569,,,,
442,04/26/24 03:30:00 PM,15.569,,,,
443,04/26/24 03:40:00 PM,15.855,,,,
444,04/26/24 03:50:00 PM,15.760,,,,
445,04/26/24 04:00:00 PM,15.760,,,,
446,04/26/24 04:10:00 PM,16.046,,,,
447,04/26/24 04:20:00 PM,15.951,,,,
448,04/26/24 04:30:00 PM,16.141,,,,
449,04/26/24 04:40:00 PM,15.951,,,,
450,04/26/24 04:50:00 PM,16.141,,,,
451,04/26/24 05:00:00 PM,16.332,,,,
452,04/26/24 05:10:00 PM,16.523,,,,
453,04/26/24 05:20:00 PM,16.046,,,,
454,04/26/24 05:30:00 PM,15.951,,,,
455,04/26/24 05:40:00 PM,15.855,,,,
456,04/26/24 05:50:00 PM,15.855,,,,
457,04/26/24 06:00:00 PM,15.951,,,,
458,04/26/24 06:10:00 PM,16.046,,,,
459,04/26/24 06:20:00 PM,15.855,,,,
460,04/26/24 06:30:00 PM,15.760,,,,
461,04/26/24 06:40:00 PM,15.760,,,,
462,04/26/24 06:50:00 PM,15.760,,,,
463,04/26/24 07:00:00 PM,15.664,,,,
464,04/26/24 07:10:00 PM,15.664,,,,
465,04/26/24 07:20:00 PM,15.473,,,,
466,04/26/24 07:30:00 PM,15.664,,,,
467,04/26/24 07:40:00 PM,15.569,,,,
468,04/26/24 07:50:00 PM,15.378,,,,
469,04/26/24 08:00:00 PM,15.473,,,,
470,04/26/24 08:10:00 PM,15.569,,,,
471,04/26/24 08:20:00 PM,15.569,,,,
472,04/26/24 08:30:00 PM,15.855,,,,
473,04/26/24 08:40:00 PM,15.569,,,,
474,04/26/24 08:50:00 PM,15.569,,,,
475,04/26/24 09:00:00 PM,15.282,,,,
476,04/26/24 09:10:00 PM,15.378,,,,
477,04/26/24 09:20:00 PM,15.473,,,,
478,04/26/24 09:30:00 PM,15.378,,,,
479,04/26/24 09:40:00 PM,15.091,,,,
480,04/26/24 09:50:00 PM,15.282,,,,
481,04/26/24 10:00:00 PM,15.473,,,,
482,04/26/24 10:10:00 PM,15.473,,,,
483,04/26/24 10:20:00 PM,15.473,,,,
484,04/26/24 10:30:00 PM,15.378,,,,
485,04/26/24 10:40:00 PM,15.378,,,,
486,04/26/24 10:50:00 PM,15.378,,,,
487,04/26/24 11:00:00 PM,15.187,,,,
488,04/26/24 11:10:00 PM,14.900,,,,
489,04/26/24 11:20:00 PM,14.900,,,,
490,04/26/24 11:30:00 PM,15.187,,,,
491,04/26/24 11:40:00 PM,15.187,,,,
492,04/26/24 11:50:00 PM,15.187,,,,
493,04/27/24 12:00:00 AM,14.996,,,,
494,04/27/24 12:10:00 AM,15.091,,,,
495,04/27/24 12:20:00 AM,14.900,,,,
496,04/27/24 12:30:00 AM,14.996,,,,
497,04/27/24 12:40:00 AM,14.804,,,,
498,04/27/24 12:50:00 AM,14.804,,,,
499,04/27/24 01:00:00 AM,14.709,,,,
500,04/27/24 01:10:00 AM,14.613,,,,
501,04/27/24 01:20:00 AM,14.996,,,,
502,04/27/24 01:30:00 AM,15.091,,,,
503,04/27/24 01:40:00 AM,14.804,,,,
504,04/27/24 01:50:00 AM,15.091,,,,
505,04/27/24 02:00:00 AM,14.613,,,,
506,04/27/24 02:10:00 AM,14.613,,,,
507,04/27/24 02:20:00 AM,14.517,,,,
508,04/27/24 02:30:00 AM,14.804,,,,
509,04/27/24 02:40:00 AM,14.709,,,,
510,04/27/24 02:50:00 AM,14.613,,,,
511,04/27/24 03:00:00 AM,14.421,,,,
512,04/27/24 03:10:00 AM,14.613,,,,
513,04/27/24 03:20:00 AM,14.709,,,,
514,04/27/24 03:30:00 AM,14.517,,,,
515,04/27/24 03:40:00 AM,14.421,,,,
516,04/27/24 03:50:00 AM,14.325,,,,
517,04/27/24 04:00:00 AM,14.421,,,,
518,04/27/24 04:10:00 AM,14.325,,,,
519,04/27/24 04:20:00 AM,14.230,,,,
520,04/27/24 04:30:00 AM,14.230,,,,
521,04/27/24 04:40:00 AM,14.325,,,,
522,04/27/24 04:50:00 AM,14.230,,,,
523,04/27/24 05:00:00 AM,14.230,,,,
524,04/27/24 05:10:00 AM,14.421,,,,
525,04/27/24 05:20:00 AM,14.325,,,,
526,04/27/24 05:30:00 AM,14.325,,,,
527,04/27/24 05:40:00 AM,14.230,,,,
528,04/27/24 05:50:00 AM,14.134,,,,
529,04/27/24 06:00:00 AM,14.134,,,,
530,04/27/24 06:10:00 AM,14.230,,,,
531,04/27/24 06:20:00 AM,14.134,,,,
532,04/27/24 06:30:00 AM,14.230,,,,
533,04/27/24 06:40:00 AM,14.134,,,,
534,04/27/24 06:50:00 AM,14.038,,,,
535,04/27/24 07:00:00 AM,14.230,,,,
536,04/27/24 07:10:00 AM,14.325,,,,
537,04/27/24 07:20:00 AM,14.134,,,,
538,04/27/24 07:30:00 AM,14.038,,,,
539,04/27/24 07:40:00 AM,14.038,,,,
540,04/27/24 07:50:00 AM,13.942,,,,
541,04/27/24 08:00:00 AM,13.846,,,,
542,04/27/24 08:10:00 AM,13.942,,,,
543,04/27/24 08:20:00 AM,14.134,,,,
544,04/27/24 08:30:00 AM,13.846,,,,
545,04/27/24 08:40:00 AM,13.846,,,,
546,04/27/24 08:50:00 AM,13.942,,,,
547,04/27/24 09:00:00 AM,13.942,,,,
548,04/27/24 09:10:00 AM,14.038,,,,
